,university_name,alumni,award,hici,ns,pub,result.cluster
461,University of Central Florida,0,0,13.6,0,27,3
462,University of Duisburg-Essen,0,0,0,7,31.1,3
463,University of Exeter,0,0,0,11.6,29.3,3
464,University of Fribourg,0,0,11.1,11.6,15.9,3
465,University of Giessen,0,0,0,7.1,31.9,3
466,University of Granada,0,0,0,6.5,31.8,3
467,University of Haifa,0,0,7.9,5.2,26.4,3
468,University of Idaho,0,0,7.9,6.7,22.5,3
469,University of Jena,0,0,0,8.6,32.2,3
470,University of Jyvaskyla,0,0,7.9,9,23.2,3
471,University of KwaZulu-Natal,0,0,7.9,8.9,23.1,3
472,University of Lisbon,0,9.1,0,3.8,24.3,3
473,University of Louisville,0,0,0,8,31.2,3
474,University of Maastricht,0,0,0,4.9,32.6,3
475,University of Maine,0,0,7.9,10.6,19.5,3
476,"University of Maryland, Baltimore County",0,0,11.1,8.6,20.4,3
477,University of Mississippi,0,0,7.9,4.9,24.3,3
478,University of Oulu,0,0,0,6.9,29.9,3
479,University of Parma,0,0,0,7.8,27.9,3
480,University of Pretoria,0,0,0,9.4,25.4,3
481,University of Provence (Aix-Marseille 1),8.9,0,7.9,5.5,22,3
482,University of Quebec,0,0,0,6.6,31.6,3
483,University of Rostock,0,0,7.9,6,25,3
484,University of Sevilla,0,0,0,8.7,30.7,3
485,University of Sherbrooke,0,0,7.9,9.7,22.5,3
486,University of Siena,0,0,0,6.9,27.1,3
487,University of Surrey,0,0,0,6.4,30.2,3
488,University of Tasmania,0,0,7.9,7.5,24.6,3
489,University of Tennessee Health Science Center,0,0,7.9,2.2,25.3,3
490,University of Trieste,0,0,0,7.8,27.6,3
491,University of Tromso,0,0,11.1,4.6,21.8,3
492,University of Wisconsin - Milwaukee,14,0,0,6.4,25.6,3
493,University of Wroclaw,8.9,0,0,6.2,25.2,3
494,University of Zaragoza,0,0,7.9,4.3,27.3,3
495,Victor Segalen Bordeaux 2 University,0,0,7.9,12.6,21.2,3
496,Victoria University of Wellington,15.4,0,0,8.1,22,3
497,Vrije University Brussel,0,0,0,9.1,27.5,3
498,York University,0,0,0,10.8,27.8,3
499,Harvard University,100,100,100,100,100,2
500,University of Cambridge,96.3,91.5,53.8,59.5,67.1,2
501,Stanford University,39.7,70.7,88.4,70,71.4,2
502,"University of California, Berkeley",70.6,74.5,70.5,72.2,71.9,2
503,Massachusetts Institute of Technology (MIT),72.9,80.6,66.6,66.4,62.2,2
504,California Institute of Technology,57.1,69.1,59.1,64.5,50.1,2
505,Columbia University,78.2,59.4,56,53.6,69.8,2
506,Princeton University,61.1,75.3,59.6,43.5,47.3,2
507,University of Chicago,72.9,80.2,49.9,43.7,54.1,2
508,University of Oxford,62,57.9,48,54.3,66,2
509,Yale University,50.3,43.6,59.1,56.6,63,2
510,Cornell University,44.9,51.3,56,48.4,65.2,2
511,"University of California, San Diego",17.1,34,59.6,54.8,65.6,2
512,"University of California, Los Angeles",26.4,32.1,57.6,47.5,77.3,2
513,University of Pennsylvania,34.2,34.4,57,41.7,73.6,2
514,University of Wisconsin - Madison,41.5,35.5,53.3,45.1,68.3,2
515,University of Washington,27.7,31.8,53.3,47.6,75.5,2
516,"University of California, San Francisco",0,36.8,55.5,54.8,61.1,2
517,The University of Tokyo,34.8,14.1,41.4,51.5,85.5,2
518,The Johns Hopkins University,49.5,27.8,40.7,52.2,68.8,2
519,University of Michigan - Ann Arbor,41.5,0,61.5,41.6,76.9,2
520,Kyoto University,38.3,33.4,36.9,36.2,72.4,2
521,"The Imperial College of Science, Technology and Medicine",20.1,37.4,40,39.7,64.2,2
522,University of Toronto,27.1,19.3,38.5,36.5,78.3,2
523,University of Illinois at Urbana-Champaign,40.1,36.6,45.5,33.6,57.7,2
524,University College London,29.6,32.2,38.5,43.2,60,2
525,Swiss Federal Institute of Technology Zurich,38.8,36.3,35.3,39.9,43.5,2
526,Washington University in St. Louis,24.2,26,37.7,45.6,55.3,2
527,New York University,36.8,24.5,42.8,34,54,2
528,Rockefeller University,21.8,58.6,28.8,44.8,24.1,2
529,Duke University,20.1,0,48,45.4,62.4,2
530,"University of Minnesota, Twin Cities",34.8,0,50.4,34.1,69.7,2
531,Northwestern University,21,18.9,44.9,33.6,57.1,2
532,University of Colorado at Boulder,16,30.8,40,37,46.4,2
533,"University of California, Santa Barbara",0,35.3,42.1,37,43.7,2
534,University of British Columbia,20.1,18.9,31.7,31.9,62.1,1
535,"University of Maryland, College Park",25,20,40,32.7,53.8,2
536,The University of Texas Southwestern Medical Center at Dallas,23.4,33.2,31.7,38.1,39.8,1
537,The University of Texas at Austin,21,16.7,48,28.3,55.4,2
538,Utrecht University,29.6,20.9,28.8,27.5,57.3,1
539,Vanderbilt University,12.1,29.6,32.6,24.7,50.6,1
540,Pennsylvania State University - University Park,13.5,0,44.9,37.7,58,2
541,"University of California, Davis",0,0,47.4,33.3,63.3,2
542,"University of California, Irvine",0,29.4,35.3,28.9,49,1
543,Pierre and Marie  Curie University - Paris 6,34.4,23.5,23.1,24.9,52.9,1
544,"Rutgers, The State University of New Jersey - New Brunswick",14.8,20,38.5,32.7,46.5,2
545,University of Southern California,0,26.8,37.7,24.1,54,1
546,Karolinska Institute,29.6,27.3,33.5,18,48.7,1
547,University of Pittsburgh,24.2,0,40,24,65,1
548,The University of Manchester,26.4,18.9,24.3,24.9,58.7,1
549,University of Munich,35.8,22.9,15.4,28,52.9,1
550,The University of Edinburgh,21.8,16.7,25.5,35.4,49.3,1
551,University of Florida,21.8,0,36.1,25.1,65.6,1
552,Technical University Munich,41.5,23.6,24.3,19.5,46.2,1
553,The Australian National University,17.1,12.6,37.7,30.1,44.4,1
554,Carnegie Mellon University,33.7,32.8,32.6,12.7,37.5,1
555,University of Copenhagen,29.6,24.2,23.1,24.8,46.4,1
556,University of Zurich,12.1,26.8,21.8,29.7,47.9,1
557,University of North Carolina at Chapel Hill,12.1,0,37.7,29.3,60.3,1
558,The Hebrew University of Jerusalem,32,20,25.5,25.2,44.7,1
559,Osaka University,12.1,0,25.5,30.7,67,1
560,McGill University,27.7,0,30.8,22.4,59.7,1
561,University of Bristol,10.5,17.9,29.8,26.3,47.8,1
562,University of Paris Sud (Paris 11),32,33.5,13.3,20.8,44.7,1
563,Uppsala University,25,32.2,13.3,24.6,49.3,1
564,The Ohio State University - Columbus,17.1,0,40.7,20.6,61.3,1
565,University of Heidelberg,19.1,27.2,18.8,21.5,49.5,1
566,University of Oslo,25,33.4,18.8,17.7,42.7,1
567,The University of Sheffield,22.6,14.1,23.1,29.2,45.8,1
568,Case Western Reserve University,39.2,11.5,21.8,22,43.9,1
569,Moscow State University,49.5,34.2,0,5.6,54.3,3
570,Leiden University,24.2,15.5,28.8,18.9,46,1
571,Purdue University - West Lafayette,18.2,16.7,27.7,20.7,50.6,1
572,University of Helsinki,18.2,17.9,20.4,19.2,53.4,1
573,University of Rochester,32,8.9,26.6,21.6,43.3,1
574,Tohoku University,18.2,0,20.4,22.6,65.9,1
575,University of Arizona,0,0,28.8,36.7,54,1
576,University of Melbourne,14.8,14.1,23.1,18.1,54.8,1
577,University of Nottingham,14.8,20,23.1,18.3,45,1
578,Michigan State University,12.1,0,37.7,22.7,51.2,1
579,Boston University,14.8,0,31.7,26.7,51.6,1
580,University of Basel,25,17.1,20.4,22.4,36.2,1
581,King's College London,16,23.1,20.4,16.7,43.9,1
582,Stockholm University,28.4,29.6,15.4,18.5,36.9,1
583,Brown University,0,13.6,28.8,26.7,40.5,1
584,University of Goettingen,37.3,20,15.4,15.9,40.8,1
585,Rice University,21,21.9,23.1,22,30.4,1
586,Texas A&M University - College Station,0,0,31.7,24.4,55.7,1
587,Tokyo Institute of Technology,16,0,23.1,23.3,51.2,1
588,Lund University,28.4,0,24.3,20.2,52.2,1
589,McMaster University,16,18.9,21.8,14.2,44.6,1
590,University of Birmingham,24.2,10.9,21.8,15.2,46.6,1
591,University of Freiburg,24.2,20.9,17.2,18.4,38.8,1
592,University of Utah,0,0,30.8,28.6,47.1,1
593,University of Iowa,0,0,33.5,22.4,51.6,1
594,University of Strasbourg,28.4,22.5,18.8,16.7,33.6,1
595,Indiana University Bloomington,13.5,17.9,24.3,18.9,40.7,1
596,Nagoya University,0,14.1,15.4,21.6,52.9,1
597,Ecole Normale Superieure - Paris,46.1,24.5,13.3,14.8,27.3,3
598,Arizona State University - Tempe,0,14.1,21.8,27,42.6,1
599,University of Roma - La Sapienza,16,15.5,10.9,19.4,53.3,3
600,Aarhus University,14.8,18.9,7.7,23.8,42.7,3
601,Baylor College of Medicine,0,0,17.2,33.4,44.6,1
602,Catholic University of Leuven,0,0,21.8,14.1,50.5,1
603,Catholic University of Louvain,13.5,13.6,15.4,11.6,44.6,3
604,Dartmouth College,23.4,0,21.8,21.4,32.5,1
605,Emory University,0,0,27.7,18.7,49.1,1
606,Georgia Institute of Technology,16,0,23.1,21.8,45.5,1
607,Ghent University,8.6,15.5,15.4,6.7,50.8,3
608,Hokkaido University,0,0,15.4,15.4,54.3,1
609,Kyushu University,0,0,13.3,18.4,55,1
610,Mayo Medical School,0,0,26.6,9.2,52.8,1
611,National University of Singapore,0,0,15.4,13.7,57.1,3
612,North Carolina State University - Raleigh,0,0,28.8,18.9,45,1
613,Oregon State University,14.8,0,27.7,25.6,36.8,1
614,Swiss Federal Institute of Technology of Lausanne,0,0,17.2,18.1,40.7,1
615,Technion-Israel Institute of Technology,18.2,23.1,13.3,14,41,3
616,Tel Aviv University,0,0,25.5,18.9,52.3,1
617,The University of Georgia,0,0,27.7,21,46.1,1
618,The University of Glasgow,12.1,0,20.4,17.8,43.6,1
619,The University of Queensland,16,0,7.7,18.8,52.5,3
620,The University of Western Australia,17.1,14.1,20.4,13.1,40.4,1
621,Tufts University,18.2,16.7,20.4,16.4,37.8,1
622,University Libre Bruxelles,21,18.9,7.7,14.6,33,3
623,University of Alberta,14.8,0,17.2,17,56.1,1
624,University of Amsterdam,8.6,0,18.8,23.4,50.4,1
625,University of Bonn,19.1,20,15.4,12.7,43.5,3
626,"University of California, Riverside",16,0,27.7,25.3,36.5,1
627,"University of California, Santa Cruz",0,0,27.7,29.2,29.5,1
628,University of Frankfurt,35.3,8.9,17.2,14.1,38.6,1
629,University of Geneva,28.4,0,20.4,22.7,34.6,1
630,University of Groningen,0,20,13.3,18.7,45.6,1
631,University of Hamburg,16,0,17.2,19.8,41.2,1
632,University of Hawaii at Manoa,0,0,26.6,29.7,36.6,1
633,University of Illinois at Chicago,0,0,26.6,15.9,47.5,1
634,University of Leeds,21.8,0,10.9,23.7,43.8,1
635,University of Liverpool,22.6,15.5,13.3,18.5,41.2,1
636,University of Massachusetts Amherst,17.1,0,33.5,23.4,36.9,1
637,University of Milan,21.8,0,18.8,15.5,51.5,1
638,University of Muenster,24.2,15.5,13.3,13.2,39,3
639,University of Paris Diderot (Paris 7),17.5,13.8,10.9,17.9,35.1,3
640,University of Pisa,18.2,23.6,13.3,7.5,40.5,3
641,University of Sao Paulo,0,0,10.9,11.5,64.2,3
642,University of Sussex,0,22.8,18.8,15.6,28.6,1
643,University of Sydney,19.1,0,18.8,16.9,55.7,1
644,University of Tsukuba,0,20,13.3,10.8,41.9,3
645,University of Tuebingen,28.4,0,15.4,21.5,44.4,1
646,University of Virginia,0,0,29.8,22.9,47.9,1
647,University of Wuerzburg,24.2,8.9,23.1,15.5,38,1
648,Weizmann Institute of Science,0,0,25.5,32,32.3,1
649,Cardiff University,0,0,13.3,17.6,42,3
650,Colorado State University,0,0,26.6,15.9,39.3,1
651,Delft University of Technology,14.8,0,7.7,21.4,38,3
652,Florida State University,0,0,21.8,18.5,37.9,1
653,Iowa State University,0,0,24.3,11.4,44.7,1
654,Joseph Fourier University (Grenoble 1),0,15.5,10.9,14.2,33.2,3
655,National Autonomous University of Mexico,16,0,7.7,16.5,49.1,3
656,National Taiwan University,14.8,0,7.7,7.4,55.5,3
657,Newcastle University,0,0,10.9,19,39.2,3
658,Oregon Health and Science University,0,0,20.4,22.2,35.8,1
659,Queen's University,0,0,18.8,16.5,36.6,1
660,Seoul National University,0,0,7.7,14.3,64.2,3
661,State University of New York at Stony Brook,0,0,17.2,29.3,39.5,1
662,Technical University of Denmark,8.6,12.6,17.2,12,31,3
663,The University of Alabama at Birmingham,0,0,15.4,10.2,43.8,3
664,The University of Calgary,0,0,10.9,15.5,45.5,3
665,The University of Connecticut - Storrs,14.8,0,17.2,13,37.8,1
666,The University of Hong Kong,0,0,13.3,12.1,46.5,3
667,The University of Texas Health Science Center at Houston,0,15.5,17.2,18.7,30.1,1
668,The University of Texas M. D. Anderson Cancer Center,0,0,23.1,12.9,41,1
669,Tsinghua University,13.5,0,0,10.9,60.1,3
670,University of Barcelona,0,0,10.9,13.1,46.7,3
671,University of Bern,16,0,10.9,23.4,37.8,1
672,University of Buenos Aires,21,25.3,0,9.2,36.2,3
673,University of Cincinnati,0,0,24.3,12.4,44.6,1
674,University of Delaware,13.5,0,20.4,14.7,35.3,1
675,University of Durham,0,0,18.8,18.8,33.1,1
676,University of East Anglia,17.1,0,17.2,21.1,25.8,1
677,University of Florence,0,0,17.2,15.8,39.7,1
678,University of Kiel,14.8,15.5,10.9,13.4,33,3
679,University of Koeln,0,12.6,7.7,19.2,37.7,3
680,University of Leicester,0,0,20.4,19.6,34.9,1
681,University of Leipzig,17.1,15.5,0,9.3,37.7,3
682,University of Mainz,0,8.2,15.4,16.4,38.8,1
683,"University of Maryland, Baltimore",0,0,18.8,15.9,38.6,1
684,University of Miami,0,0,25.5,15,42.8,1
685,University of Montreal,14.8,0,7.7,12.2,50.3,3
686,University of Nebraska - Lincoln,22.6,0,17.2,14.3,35.9,1
687,University of New South Wales,0,0,18.8,13.2,49.7,1
688,University of Padua,0,0,13.3,16.8,47.6,3
689,University of Southampton,0,0,20.4,12.1,42.6,1
690,University of St Andrews,13.5,0,7.7,23.7,28.6,3
691,University of Tennessee - Knoxville,13.5,0,20.4,15.2,39.8,1
692,University of Turin,21,0,10.9,12.9,37.8,3
693,University of Vienna,20.1,0,0,22.8,46.7,3
694,University of Wageningen,0,0,27.7,15.3,36.9,1
695,Virginia Commonwealth University,13.5,14.1,18.8,7.8,34.3,3
696,Virginia Polytechnic Institute and State University,14.8,0,18.8,12.1,41.1,1
697,VU University Amsterdam,0,0,20.4,13.6,45,1
698,Yeshiva University,0,0,13.3,22.7,34.2,1
699,Autonomous University of Madrid,0,0,13.3,11.1,37,3
700,Brandeis University,24.2,0,7.7,24.4,20,3
701,Chalmers University of Technology,0,0,17.2,9.8,31.8,3
702,Charles University in Prague,14.8,0,0,11.4,38.4,3
703,City University of New York City College,38.3,0,10.9,9.1,17.6,3
704,Claude Bernard University Lyon 1,14.8,0,0,11.2,37.4,3
705,Complutense University of Madrid,19.1,0,0,12.7,40.7,3
706,Dalhousie University,0,0,15.4,16.9,33.9,1
707,Ecole Polytechnique,21.8,0,7.7,14.3,30.2,3
708,Erasmus University,0,15.5,15.4,7.5,31.9,3
709,George Mason University,0,32.2,10.9,0,26.1,3
710,Georgetown University,0,0,7.7,12.4,35.1,3
711,Hiroshima University,0,0,7.7,11.6,40.7,3
712,Keio University,0,0,10.9,13.4,36.3,3
713,Kobe University,0,0,13.3,13.7,34.3,3
714,Korea Advanced Institute of Science and Technology,0,0,0,11.4,41.8,3
715,Lancaster University,0,0,17.2,11.3,26.6,3
716,Laval University,0,0,15.4,11.4,38.4,3
717,London School of Hygiene and Tropical Medicine,10.5,0,0,12.8,27.8,3
718,Louisiana State University - Baton Rouge,0,0,15.4,11.7,39.1,3
719,Macquarie University,0,0,13.3,15.4,25.1,3
720,Medical University of Vienna,13.5,15.5,7.7,2.7,31.2,3
721,Monash University,0,0,7.7,15.3,44.2,3
722,Mount Sinai School of Medicine,0,0,18.8,18,33.4,1
723,Norwegian University of Science and Technology,18.2,0,0,16,31.6,3
724,Paul Sabatier University (Toulouse 3),0,6.3,0,15.5,34.3,3
725,Peking University,0,0,0,13,55.3,3
726,"Queen Mary, U. of London",23.4,0,15.4,10.8,29.4,3
727,Queen's University Belfast,22.6,0,0,11.9,33.9,3
728,Radboud University Nijmegen,0,0,7.7,19.9,40.3,3
729,Rensselaer Polytechnic Institute,16,0,18.8,13,27.6,1
730,Royal Institute of Technology,0,15.5,0,9.8,36.7,3
731,RWTH Aachen University,6.1,0,7.7,6.4,38.8,3
732,Shanghai Jiao Tong University,0,0,0,8,51.1,3
733,State University of New York at Albany,0,0,21.8,6.2,28.7,3
734,State University of New York at Buffalo,0,0,15.4,10.2,39.9,3
735,Swedish University of Agricultural Sciences,0,0,10.9,16.7,30.2,3
736,Syracuse University,0,0,17.2,14.3,27.2,1
737,Technical University of Berlin,22.6,0,13.3,8.5,29.3,3
738,The Chinese University of Hong Kong,0,0,15.4,5,43.6,3
739,The George Washington University,14.8,0,10.9,13.7,33.4,3
740,The Hong Kong University of Science and Technology,0,0,17.2,7.4,34.3,3
741,The University of Adelaide,19.1,0,10.9,10.8,36.3,3
742,The University of Auckland,17.1,0,10.9,14,35.9,3
743,The University of Dundee,0,0,13.3,15.4,27.5,3
744,The University of New Mexico - Albuquerque,0,0,10.9,18.9,36.3,3
745,The University of Reading,0,0,13.3,18.9,31.4,1
746,The University of Texas Health Science Center at San Antonio,0,0,20.4,8.3,29.4,1
747,The University of Texas Medical Branch at Galveston,0,0,18.8,7.8,30.6,3
748,Thomas Jefferson University,0,0,15.4,13.9,29.1,3
749,Trinity College Dublin,14.8,14.1,7.7,11,28.5,3
750,Umea University,0,0,15.4,14.8,32.3,3
751,University of Aberdeen,0,0,13.3,17.4,34.3,3
752,University of Alaska - Fairbanks,0,0,15.4,15.9,21.4,1
753,University of Antwerp,0,0,13.3,12.6,32.9,3
754,University of Bath,0,0,10.9,18.3,26.5,3
755,University of Bochum,0,0,10.9,15.2,38.2,3
756,University of Bologna,0,0,13.3,10.3,47.8,3
757,University of Cape Town,24.2,0,10.9,12.5,30.4,3
758,University of Colorado Health Science Center,0,0,17.2,18,34.7,1
759,University of Erlangen-Nuremberg,0,0,15.4,9.7,41.3,3
760,University of Gothenburg,0,15.5,0,16.9,40.4,3
761,University of Guelph,0,0,15.4,12.4,34.3,3
762,University of Halle-Wittenberg,6.1,8.9,7.7,8.4,29.6,3
763,University of Houston,0,0,21.8,8.8,34.8,1
764,University of Innsbruck,0,10.9,7.7,19.7,26.9,3
765,University of Kansas - Lawrence,14.8,0,7.7,16.3,34,3
766,University of Karlsruhe,6.1,0,10.9,12.2,32.2,3
767,University of Kentucky,13.5,0,7.7,11.4,44.1,3
768,University of Lausanne,0,0,13.3,19.9,27,1
769,University of Liege,10.5,0,10.9,11,30.6,3
770,University of Manitoba,0,0,17.2,7.2,34.8,3
771,University of Marburg,17.1,0,15.4,11.3,33.5,3
772,University of Massachusetts Medical School - Worcester,0,0,15.4,23.3,28.1,1
773,University of Medicine and Dentistry New Jersey,0,0,21.8,10.9,32.7,1
774,University of Missouri - Columbia,12.1,0,7.7,14.9,41.7,3
775,University of Montpellier 2,13.5,0,13.3,16.6,33.1,3
776,University of Notre Dame,16,0,10.9,17.3,33,3
777,University of Oregon,13.5,0,10.9,22.1,28.2,1
778,University of Otago,0,0,10.9,11.1,33.8,3
779,University of Ottawa,0,0,7.7,11.9,38.3,3
780,University of Paris Descartes (Paris 5),15.4,12,7.7,12.4,30.2,3
781,University of Saskatchewan,12.1,0,17.2,5.7,33.3,3
782,University of Science and Technology of China,0,0,0,10.8,44.2,3
783,University of South Carolina - Columbia,0,0,15.4,13.7,35.1,3
784,University of South Florida,0,0,15.4,8.5,37,3
785,University of Southern Denmark,0,0,15.4,14.6,29,3
786,University of the Mediterranean (Aix-Marseille 2),0,0,15.4,16.2,26.3,1
787,University of Turku,0,0,10.9,11.5,34.1,3
788,University of Vermont,17.1,0,15.4,9.4,28.3,3
789,University of Warwick,0,0,10.9,13.3,34.6,3
790,University of Waterloo,0,0,18.8,11.3,39.5,1
791,University of York,0,0,10.9,14.8,34,3
792,Wake Forest University,0,0,10.9,10.8,34.4,3
793,Washington State University - Pullman,0,0,21.8,15.6,33.3,1
794,Wayne State University,0,0,7.7,10.5,41.4,3
795,Western University,0,0,7.7,16,42.9,3
796,Yonsei University,0,0,7.7,8.7,46.4,3
797,Zhejiang University,0,0,0,5.5,56.7,3
798,Aristotle University of Thessaloniki,0,0,7.7,1.2,36.2,3
799,Auburn University,0,0,7.7,5.4,30.8,3
800,Bar-Ilan University,0,0,10.9,8,27,3
801,Ben-Gurion University of the Negev,0,0,0,11.5,37,3
802,Brigham Young University,12.1,0,10.9,3.3,26.4,3
803,Carleton University,0,0,13.3,4.9,26.6,3
804,Chiba University,0,0,0,8.5,35.9,3
805,City University of Hong Kong,0,0,7.7,8.5,37.4,3
806,Clemson University,0,0,13.3,7.4,27.1,3
807,Technical University Darmstadt,10.5,0,7.7,7.3,27.7,3
808,Dresden University of Technology,0,0,7.7,6.1,35.4,3
809,Ecole National Superieure Mines - Paris,18.2,25.3,0,0,10.2,3
810,Eindhoven University of Technology,0,0,0,8.8,33.9,3
811,Eotvos Lorand University,19.1,0,0,12.4,25.2,3
812,Federal University of Rio de Janeiro,0,0,0,8.9,37.9,3
813,Fudan University,0,0,0,9,42,3
814,Henri Poincare University (Nancy 1),14.8,18.9,0,2.9,24.7,3
815,Indian Institute of Science,0,0,10.9,8.4,33.1,3
816,Indiana University-Purdue University at Indianapolis,0,0,0,7.4,39.1,3
817,Industrial Physics and Chemistry Higher Educational Institution - Paris,10.5,18.9,0,9,16.3,3
818,Jagiellonian University,13.5,0,7.7,4.5,32.4,3
819,Kanazawa University,0,0,10.9,5.7,29.2,3
820,Kansas State University,0,0,13.3,11.7,30.5,3
821,Korea University,0,0,0,1.5,42.6,3
822,La Trobe University,0,0,7.7,9.4,24.7,3
823,Linkoping University,0,0,7.7,3.9,32.6,3
824,Medical College of Wisconsin,0,0,7.7,7.7,29.4,3
825,Medical University of South Carolina,0,0,15.4,5.5,31.6,3
826,Nanjing University,0,0,0,7.1,46.6,3
827,Nanyang Technological University,0,0,0,0,45,3
828,National and Kapodistrian University of Athens,0,0,7.7,4.8,40.9,3
829,National Cheng Kung University,0,0,0,2.2,41.2,3
830,National Tsing Hua University,16,0,0,4.4,33.4,3
831,Nihon University,0,0,7.7,4.9,30.5,3
832,Niigata University,0,0,13.3,6.8,30.5,3
833,Okayama University,0,0,7.7,9,36.9,3
834,Pohang University of Science and Technology,0,0,7.7,10,28.8,3
835,Polytechnic Institute of Milan,10.5,15.5,0,6.7,27.8,3
836,Polytechnic University of Valencia,0,0,7.7,8.5,28.1,3
837,"Royal Holloway, U. of London",0,0,7.7,11.8,20.9,3
838,Saint Louis University,0,12.6,7.7,1.5,26.6,3
839,Saint Petersburg State University,23.4,0,0,6,31.1,3
840,San Diego State University,0,0,13.3,8.8,24.6,3
841,Scuola Normale Superiore - Pisa,0,0,7.7,7.3,17.3,3
842,Simon Fraser University,0,0,10.9,12.1,30.3,3
